ds,y
2020-07-11,32159.91
2020-07-12,37301.95
2020-07-13,22265.86
2020-07-14,29560.13
2020-07-15,32868.88
2020-07-16,39458.04
2020-07-17,33855.76
2020-07-18,39036.6
2020-07-19,40978.66
2020-07-20,40073.92
2020-07-21,31277.82
2020-07-22,30025.86
2020-07-23,25563.56
2020-07-24,35999.15
2020-07-25,31793.32
2020-07-26,28648.05
2020-07-27,33998.94
2020-07-28,26626.07
2020-07-29,30430.09
2020-07-30,24034.62
2020-07-31,35018.66
2020-08-01,33725.5
2020-08-02,36843.52
2020-08-03,22036.27
2020-08-04,36559.96
2020-08-05,32948.26
2020-08-06,29697.64
2020-08-07,25692.09
2020-08-08,31694.13
2020-08-09,29491.49
2020-08-10,24561.95
2020-08-11,33049.16
2020-08-12,30836.29
2020-08-13,31365.66
2020-08-14,27694.14
2020-08-15,31686.31
2020-08-16,41367.86
2020-08-17,28690.38
2020-08-18,29146.95
2020-08-19,21716.41
2020-08-20,26205.29
2020-08-21,36641.82
2020-08-22,29160.899999999998
2020-08-23,34772.2
2020-08-24,36371.94
2020-08-25,28208.04
2020-08-26,34454.89
2020-08-27,30897.62
2020-08-28,23279.76
2020-08-29,24201.5
2020-08-30,45206.52
2020-08-31,19698.89
2020-09-01,35547.26
2020-09-02,31450.56
2020-09-03,34554.340000000004
2020-09-04,28632.24
2020-09-05,37579.14
2020-09-06,23642.13
2020-09-07,35595.66
2020-09-08,34243.32
2020-09-09,36561.49
2020-09-10,37843.520000000004
2020-09-11,36798.01
2020-09-12,33213.99
2020-09-13,26344.7
2020-09-14,25611.8
2020-09-15,29392.17
2020-09-16,32298.739999999998
2020-09-17,32146.05
2020-09-18,26374.89
2020-09-19,35764.75
2020-09-20,41751.48
2020-09-21,31526.36
2020-09-22,42376.2
2020-09-23,30994.96
2020-09-24,47672.2
2020-09-25,27475.35
2020-09-26,33875.46
2020-09-27,33928.16
2020-09-28,26502.06
2020-09-29,32406.96
2020-09-30,18014.9
2020-10-01,25255.74
2020-10-02,28073.34
2020-10-03,32070.71
2020-10-04,30976.87
2020-10-05,28131.3
2020-10-06,32310.2
2020-10-07,25705.94
2020-10-08,31974.81
2020-10-09,23984.4
2020-10-10,31478.94
2020-10-11,33466.41
2020-10-12,28951.17
2020-10-13,25983.27
2020-10-14,40352.57
2020-10-15,34304.95
2020-10-16,43410.3
2020-10-17,34879.12
2020-10-18,45150.46
2020-10-19,31331.42
2020-10-20,33978.33
2020-10-21,33685.66
2020-10-22,29726.09
2020-10-23,30068.61
2020-10-24,36287.43
2020-10-25,39255.14
2020-10-26,29105.27
2020-10-27,35673.18
2020-10-28,41429.45
2020-10-29,41068.38
2020-10-30,32778.84
2020-10-31,31282.37
2020-11-01,39382.67
2020-11-02,35442.07
2020-11-03,37290.13
2020-11-04,32077.5
2020-11-05,34951.43
2020-11-06,40828.69
2020-11-07,34492.46
2020-11-08,39471.62
2020-11-09,38333.69
2020-11-10,31547.34
2020-11-11,38558.63
2020-11-12,40467.97
2020-11-13,32180.71
2020-11-14,45762.25
2020-11-15,36607.11
2020-11-16,30349.31
2020-11-17,29012.75
2020-11-18,31521.67
2020-11-19,31011.08
2020-11-20,31411.09
2020-11-21,38203.92
2020-11-22,28023.44
2020-11-23,34377.04
2020-11-24,24619.93
2020-11-25,17864.22
2020-11-26,32137.3
2020-11-27,30851.06
2020-11-28,40282.58
2020-11-29,32577.49
2020-11-30,30705.23
2020-12-01,39308.74
2020-12-02,37764.36
2020-12-03,32972.21
2020-12-04,30121.8
2020-12-05,31710.850000000002
2020-12-06,25357.67
2020-12-07,29837.72
2020-12-08,27977.59
2020-12-09,30932.23
2020-12-10,24223.69
2020-12-11,36874.84
2020-12-12,45642.61
2020-12-13,32274.3
2020-12-14,30801.55
2020-12-15,21145.66
2020-12-16,35661.98
2020-12-17,26626.15
2020-12-18,29124.42
2020-12-19,40561.8
2020-12-20,32617.2
2020-12-21,27597.9
2020-12-22,30557.27
2020-12-23,30261.14
2020-12-24,32037.239999999998
2020-12-25,24706.15
2020-12-26,30277.04
2020-12-27,38660.25
2020-12-28,30760.37
2020-12-29,32767.47
2020-12-30,36994.56
2020-12-31,22427.66
2021-01-01,38274.24
2021-01-02,29249.0
2021-01-03,36074.32
2021-01-04,33819.19
2021-01-05,39679.45
2021-01-06,28579.49
2021-01-07,31516.48
2021-01-08,46564.22
2021-01-09,36035.79
2021-01-10,37364.88
2021-01-11,31876.01
2021-01-12,28930.21
2021-01-13,30758.18
2021-01-14,36005.33
2021-01-15,29997.68
2021-01-16,33812.21
2021-01-17,34377.81
2021-01-18,30885.86
2021-01-19,34089.75
2021-01-20,37488.87
2021-01-21,30484.85
2021-01-22,29958.75
2021-01-23,33300.33
2021-01-24,29652.93
2021-01-25,24366.57
2021-01-26,29290.28
2021-01-27,26607.42
2021-01-28,30137.0
2021-01-29,27331.07
2021-01-30,37216.03
2021-01-31,28262.63
2021-02-01,32151.09
2021-02-02,30018.48
2021-02-03,29229.46
2021-02-04,31901.510000000002
2021-02-05,34922.43
2021-02-06,32591.07
2021-02-07,27064.44
2021-02-08,34774.44
2021-02-09,28320.39
2021-02-10,38624.79
2021-02-11,35951.68
2021-02-12,36580.58
2021-02-13,34423.409999999996
2021-02-14,33683.61
2021-02-15,24740.87
2021-02-16,33417.11
2021-02-17,32117.88
2021-02-18,22651.38
2021-02-19,34791.96
2021-02-20,45202.62
2021-02-21,31045.15
2021-02-22,31308.190000000002
2021-02-23,33010.35
2021-02-24,31612.78
2021-02-25,27556.34
2021-02-26,33087.85
2021-02-27,30916.14
2021-02-28,33758.69
2021-03-01,34203.75
2021-03-02,28275.97
2021-03-03,41314.32
2021-03-04,29573.85
2021-03-05,38367.75
2021-03-06,28699.89
2021-03-07,40141.62
2021-03-08,30412.42
2021-03-09,29485.92
2021-03-10,28785.39
2021-03-11,29770.02
2021-03-12,36268.99
2021-03-13,34680.43
2021-03-14,36148.66
2021-03-15,30777.3
2021-03-16,25541.45
2021-03-17,43838.03
2021-03-18,31289.34
2021-03-19,37709.54
2021-03-20,33285.5
2021-03-21,43169.23
2021-03-22,33394.83
2021-03-23,35753.63
2021-03-24,40605.13
2021-03-25,25695.14
2021-03-26,29375.08
2021-03-27,33639.44
2021-03-28,36343.39
2021-03-29,29714.73
2021-03-30,38174.61
2021-03-31,33302.8
2021-04-01,43328.14
2021-04-02,35360.11
2021-04-03,39040.27
2021-04-04,33052.11
2021-04-05,42542.7
2021-04-06,30752.04
2021-04-07,39844.0
2021-04-08,30869.22
2021-04-09,39146.84
2021-04-10,48393.63
2021-04-11,46355.69
2021-04-12,37468.86
2021-04-13,41025.090000000004
2021-04-14,37239.68
2021-04-15,31449.14
2021-04-16,26288.26
2021-04-17,37332.78
2021-04-18,29793.22
2021-04-19,31030.63
2021-04-20,27309.82
2021-04-21,35061.36
2021-04-22,38521.04
2021-04-23,32762.61
2021-04-24,35229.270000000004
2021-04-25,40131.08
2021-04-26,28430.52
2021-04-27,34809.48
2021-04-28,30704.66
2021-04-29,33312.58
2021-04-30,30922.84
2021-05-01,35833.8
2021-05-02,35463.55
2021-05-03,31312.83
2021-05-04,32317.47
2021-05-05,47225.340000000004
2021-05-06,38933.340000000004
2021-05-07,32002.55
2021-05-08,45302.69
2021-05-09,39173.97
2021-05-10,42068.78
2021-05-11,33811.06
2021-05-12,41415.38
2021-05-13,23723.78
2021-05-14,29436.55
2021-05-15,35944.02
2021-05-16,36757.84
2021-05-17,26720.85
2021-05-18,36240.58
2021-05-19,27867.49
2021-05-20,37065.14
2021-05-21,31927.54
2021-05-22,29527.63
2021-05-23,40068.43
2021-05-24,28178.56
2021-05-25,28174.81
2021-05-26,31813.48
2021-05-27,27164.11
2021-05-28,39086.96
2021-05-29,30681.62
2021-05-30,31444.93
2021-05-31,36852.09
2021-06-01,32286.12
2021-06-02,32891.14
2021-06-03,35710.83
2021-06-04,33807.33
2021-06-05,41361.65
2021-06-06,38196.35
2021-06-07,22881.71
2021-06-08,35490.44
2021-06-09,36549.13
2021-06-10,30598.670000000002
2021-06-11,32332.33
2021-06-12,34068.77
2021-06-13,34062.99
2021-06-14,37485.87
2021-06-15,32833.74
2021-06-16,29329.420000000002
2021-06-17,43856.35
2021-06-18,37599.38
2021-06-19,29050.9
2021-06-20,40109.93
2021-06-21,36079.9
2021-06-22,25165.94
2021-06-23,36612.76
2021-06-24,29687.18
2021-06-25,21916.57
2021-06-26,27592.71
2021-06-27,29762.69
2021-06-28,24044.329999999998
2021-06-29,32515.18
2021-06-30,35811.42
2021-07-01,26890.93
2021-07-02,34398.83
2021-07-03,40245.95
2021-07-04,41624.17
2021-07-05,34296.99
2021-07-06,38515.0
2021-07-07,32514.68
2021-07-08,38350.3
2021-07-09,44445.42
2021-07-10,28358.38
2021-07-11,35919.47
2021-07-12,32812.29
2021-07-13,33191.28
2021-07-14,24521.27
2021-07-15,34149.4
2021-07-16,38111.090000000004
2021-07-17,26664.56
2021-07-18,31522.93
2021-07-19,28414.56
2021-07-20,31698.06
2021-07-21,30227.69
2021-07-22,33128.270000000004
2021-07-23,39860.17
2021-07-24,33299.94
2021-07-25,34475.16
2021-07-26,37051.2
2021-07-27,27099.1
2021-07-28,32346.239999999998
2021-07-29,27731.19
2021-07-30,36447.14
2021-07-31,33350.94
2021-08-01,44217.06
2021-08-02,46208.05
2021-08-03,37337.28
2021-08-04,39234.33
2021-08-05,29799.44
2021-08-06,25169.76
2021-08-07,34654.72
2021-08-08,38716.29
2021-08-09,41020.38
2021-08-10,29216.35
2021-08-11,35553.61
2021-08-12,30684.94
2021-08-13,41888.08
2021-08-14,48539.96
2021-08-15,40675.53
2021-08-16,39259.840000000004
2021-08-17,37257.48
2021-08-18,30150.36
2021-08-19,36593.48
2021-08-20,24013.6
2021-08-21,30455.02
2021-08-22,35263.590000000004
2021-08-23,32581.48
2021-08-24,39394.9
2021-08-25,25397.71
2021-08-26,29803.72
2021-08-27,24263.49
2021-08-28,36253.57
2021-08-29,25920.41
2021-08-30,44280.54
2021-08-31,31220.27
2021-09-01,31208.79
2021-09-02,28992.32
2021-09-03,28382.37
2021-09-04,47201.38
2021-09-05,30743.89
2021-09-06,35395.76
2021-09-07,34246.48
2021-09-08,34298.44
2021-09-09,33493.58
2021-09-10,27575.309999999998
2021-09-11,30126.2
2021-09-12,35382.34
2021-09-13,31468.16
2021-09-14,30288.22
2021-09-15,33809.95
2021-09-16,29895.489999999998
2021-09-17,30062.79
2021-09-18,34422.94
2021-09-19,42083.51
2021-09-20,31847.78
2021-09-21,27015.079999999998
2021-09-22,30197.79
2021-09-23,25979.23
2021-09-24,31747.84
2021-09-25,41311.96
2021-09-26,28642.66
2021-09-27,23218.86
2021-09-28,27145.01
2021-09-29,31541.53
2021-09-30,34399.74
2021-10-01,34345.82
2021-10-02,17319.44
2021-10-03,31921.02
2021-10-04,30007.0
2021-10-05,37976.46
2021-10-06,30659.85
2021-10-07,39726.47
2021-10-08,35425.12
2021-10-09,33663.57
2021-10-10,22843.27
2021-10-11,34000.94
2021-10-12,38268.51
2021-10-13,34675.19
2021-10-14,29953.26
2021-10-15,35651.66
2021-10-16,41103.73
2021-10-17,47977.69
2021-10-18,48326.61
2021-10-19,30599.73
2021-10-20,40999.72
2021-10-21,31456.44
2021-10-22,44611.67
2021-10-23,42998.63
2021-10-24,36284.49
2021-10-25,40796.0
2021-10-26,38946.19
2021-10-27,35724.36
2021-10-28,33115.95
2021-10-29,47546.52
2021-10-30,35313.1
2021-10-31,43793.36
2021-11-01,41849.58
2021-11-02,41939.909999999996
2021-11-03,43785.29
2021-11-04,34710.47
2021-11-05,37805.62
2021-11-06,41667.84
2021-11-07,43516.35
2021-11-08,44443.69
2021-11-09,33873.55
2021-11-10,39106.08
2021-11-11,35814.46
2021-11-12,34111.41
2021-11-13,38758.65
2021-11-14,46384.14
2021-11-15,34102.94
2021-11-16,30609.94
2021-11-17,43189.55
2021-11-18,32159.800000000003
2021-11-19,39346.12
2021-11-20,31575.69
2021-11-21,32218.48
2021-11-22,32249.39
2021-11-23,37326.69
2021-11-24,32402.47
2021-11-25,27561.79
2021-11-26,38990.74
2021-11-27,26493.23
2021-11-28,30346.17
2021-11-29,31431.14
2021-11-30,28343.97
2021-12-01,32805.89
2021-12-02,34431.85
2021-12-03,35953.64
2021-12-04,31171.52
2021-12-05,49606.3
2021-12-06,33968.48
2021-12-07,38220.97
2021-12-08,33613.1
2021-12-09,34387.79
2021-12-10,33554.8
2021-12-11,40256.22
2021-12-12,32452.739999999998
2021-12-13,36169.53
2021-12-14,35907.03
2021-12-15,23401.79
2021-12-16,32813.79
2021-12-17,30037.1
2021-12-18,47938.340000000004
2021-12-19,39101.57
2021-12-20,43591.12
2021-12-21,33771.53
2021-12-22,33837.64
2021-12-23,33976.49
2021-12-24,32364.66
2021-12-25,42897.71
2021-12-26,30872.14
2021-12-27,49380.13
2021-12-28,29060.67
2021-12-29,30168.43
2021-12-30,25080.170000000002
2021-12-31,23877.99
2022-01-01,30980.55
2022-01-02,35493.92
2022-01-03,32564.32
2022-01-04,33918.6
2022-01-05,37330.27
2022-01-06,27228.27
2022-01-07,39929.479999999996
2022-01-08,35141.89
2022-01-09,45640.17
2022-01-10,37147.25
2022-01-11,27511.44
2022-01-12,28964.920000000002
2022-01-13,31380.95
2022-01-14,33029.4
2022-01-15,40249.71
2022-01-16,39800.68
2022-01-17,39490.88
2022-01-18,30970.11
2022-01-19,35526.0
2022-01-20,34255.85
2022-01-21,29983.42
2022-01-22,32265.31
2022-01-23,30415.95
2022-01-24,32693.66
2022-01-25,32091.55
2022-01-26,28457.29
2022-01-27,33526.33
2022-01-28,29039.02
2022-01-29,34513.76
2022-01-30,29358.74
2022-01-31,48417.39
2022-02-01,32197.67
2022-02-02,34133.42
2022-02-03,41745.08
2022-02-04,36655.12
2022-02-05,43960.53
2022-02-06,37140.9
2022-02-07,35424.23
2022-02-08,32433.78
2022-02-09,28164.82
2022-02-10,28349.79
2022-02-11,35255.55
2022-02-12,33994.15
2022-02-13,39865.49
2022-02-14,43661.37
2022-02-15,32577.11
2022-02-16,25624.600000000002
2022-02-17,39972.46
2022-02-18,34169.93
2022-02-19,33557.05
2022-02-20,30054.69
2022-02-21,31384.76
2022-02-22,38440.55
2022-02-23,25179.51
2022-02-24,34368.51
2022-02-25,34549.22
2022-02-26,35527.76
2022-02-27,40524.4
2022-02-28,32531.61
2022-03-01,51282.51
2022-03-02,34229.52
2022-03-03,39851.72
2022-03-04,45278.5
2022-03-05,46861.18
2022-03-06,33053.81
2022-03-07,37818.04
2022-03-08,31264.8
2022-03-09,40408.89
2022-03-10,37006.5
2022-03-11,32791.53
2022-03-12,44126.98
2022-03-13,28627.39
2022-03-14,36946.29
2022-03-15,31829.56
2022-03-16,30408.219999999998
2022-03-17,36666.58
2022-03-18,27223.8
2022-03-19,35532.28
2022-03-20,42094.909999999996
2022-03-21,22541.51
2022-03-22,40932.76
2022-03-23,41553.83
2022-03-24,51568.14
2022-03-25,34817.98
2022-03-26,45910.58
2022-03-27,34802.09
2022-03-28,31984.39
2022-03-29,38117.42
2022-03-30,47660.58
2022-03-31,24776.18
2022-04-01,29293.75
2022-04-02,35471.26
2022-04-03,31674.13
2022-04-04,28419.87
2022-04-05,45128.96
2022-04-06,41540.69
2022-04-07,35456.840000000004
2022-04-08,42981.97
2022-04-09,37038.7
2022-04-10,37466.65
2022-04-11,48163.28
2022-04-12,46281.08
2022-04-13,33252.31
2022-04-14,39334.05
2022-04-15,46855.64
2022-04-16,38036.58
2022-04-17,39308.71
2022-04-18,31623.170000000002
2022-04-19,28621.670000000002
2022-04-20,36587.69
2022-04-21,35181.44
2022-04-22,37674.82
2022-04-23,44348.14
2022-04-24,42597.57
2022-04-25,39518.88
2022-04-26,34005.21
2022-04-27,38852.04
2022-04-28,25857.13
2022-04-29,34720.43
2022-04-30,41313.1
2022-05-01,38385.7
2022-05-02,29011.88
2022-05-03,40346.99
2022-05-04,39785.75
2022-05-05,47341.409999999996
2022-05-06,38401.37
2022-05-07,48033.06
2022-05-08,40182.71
2022-05-09,40673.55
2022-05-10,30997.22
2022-05-11,39697.13
2022-05-12,36311.29
2022-05-13,41659.19
2022-05-14,42440.89
2022-05-15,41059.81
2022-05-16,35700.03
2022-05-17,31474.51
2022-05-18,36509.77
2022-05-19,29368.97
2022-05-20,37249.159999999996
2022-05-21,39654.31
2022-05-22,33885.98
2022-05-23,32901.53
2022-05-24,31107.43
2022-05-25,32584.97
2022-05-26,30375.79
2022-05-27,32756.93
2022-05-28,47941.0
2022-05-29,39764.47
2022-05-30,37916.37
2022-05-31,33245.1
2022-06-01,28290.53
2022-06-02,33849.17
2022-06-03,39294.11
2022-06-04,43143.31
2022-06-05,33802.12
2022-06-06,44574.88
2022-06-07,34463.6
2022-06-08,37592.95
2022-06-09,27828.68
2022-06-10,39773.69
2022-06-11,30828.38
2022-06-12,39695.44
2022-06-13,34578.19
2022-06-14,32529.19
2022-06-15,37125.29
2022-06-16,37524.63
2022-06-17,30714.41
2022-06-18,33920.13
2022-06-19,33898.44
2022-06-20,44224.21
2022-06-21,34242.88
2022-06-22,21499.3
2022-06-23,34184.55
2022-06-24,33716.63
2022-06-25,33429.21
2022-06-26,29059.27
2022-06-27,29451.96
2022-06-28,33997.06
2022-06-29,23680.81
2022-06-30,31985.86
2022-07-01,47927.5
2022-07-02,29323.170000000002
2022-07-03,43673.2
2022-07-04,33037.409999999996
2022-07-05,37064.33
2022-07-06,38721.8
2022-07-07,29658.55
2022-07-08,40587.53
2022-07-09,37787.85
2022-07-10,42095.5
2022-07-11,38482.8
2022-07-12,29430.93
2022-07-13,28150.27
2022-07-14,34326.92
2022-07-15,27177.75
2022-07-16,31621.59
2022-07-17,31267.38
2022-07-18,38851.090000000004
2022-07-19,40230.43
2022-07-20,32612.329999999998
2022-07-21,34596.16
2022-07-22,42996.85
2022-07-23,30409.25
2022-07-24,38385.71
2022-07-25,31425.92
2022-07-26,30375.46
2022-07-27,37971.75
2022-07-28,26662.88
2022-07-29,37127.38
2022-07-30,26993.83
2022-07-31,33497.29
2022-08-01,42926.52
2022-08-02,25904.18
2022-08-03,37873.19
2022-08-04,39490.5
2022-08-05,38418.6
2022-08-06,33941.81
2022-08-07,29865.78
2022-08-08,39194.24
2022-08-09,33783.6
2022-08-10,31938.62
2022-08-11,33862.05
2022-08-12,27954.920000000002
2022-08-13,46073.87
2022-08-14,31561.48
2022-08-15,44149.22
2022-08-16,35228.68
2022-08-17,33326.14
2022-08-18,35126.86
2022-08-19,27838.52
2022-08-20,37341.36
2022-08-21,46030.59
2022-08-22,29656.7
2022-08-23,25735.78
2022-08-24,30080.77
2022-08-25,33703.979999999996
2022-08-26,33369.56
2022-08-27,31066.57
2022-08-28,44116.22
2022-08-29,30430.12
2022-08-30,38733.26
2022-08-31,36492.3
2022-09-01,40976.37
2022-09-02,37750.58
2022-09-03,42257.22
2022-09-04,37583.49
2022-09-05,28041.99
2022-09-06,32142.26
2022-09-07,41930.5
2022-09-08,24934.59
2022-09-09,29847.379999999997
2022-09-10,34059.0
2022-09-11,39064.799999999996
2022-09-12,42787.96
2022-09-13,33330.0
2022-09-14,30887.36
2022-09-15,27059.3
2022-09-16,38435.64
2022-09-17,38911.89
2022-09-18,33096.98
2022-09-19,31986.64
2022-09-20,31802.54
2022-09-21,43929.32
2022-09-22,30166.45
2022-09-23,29848.579999999998
2022-09-24,32624.44
2022-09-25,33378.7
2022-09-26,24474.55
2022-09-27,37912.35
2022-09-28,30560.16
2022-09-29,32858.03
2022-09-30,32738.87
2022-10-01,49312.1
2022-10-02,38855.020000000004
2022-10-03,34148.93
2022-10-04,42833.9
2022-10-05,36166.07
2022-10-06,34881.86
2022-10-07,32479.89
2022-10-08,36095.46
2022-10-09,28980.6
2022-10-10,36918.03
2022-10-11,35238.89
2022-10-12,29872.75
2022-10-13,29800.71
2022-10-14,27095.34
2022-10-15,47647.38
2022-10-16,43489.51
2022-10-17,34566.29
2022-10-18,27917.79
2022-10-19,44044.43
2022-10-20,39079.86
2022-10-21,43748.0
2022-10-22,38862.37
2022-10-23,35625.82
2022-10-24,37321.56
2022-10-25,38702.43
2022-10-26,41524.06
2022-10-27,39486.78
2022-10-28,46766.96
2022-10-29,38984.51
2022-10-30,48702.99
2022-10-31,42303.98
2022-11-01,32180.52
2022-11-02,42261.270000000004
2022-11-03,42064.78
2022-11-04,38258.98
2022-11-05,49327.36
2022-11-06,39012.76
2022-11-07,40135.270000000004
2022-11-08,39074.96
2022-11-09,44611.04
2022-11-10,42444.38
2022-11-11,40341.77
2022-11-12,46576.65
2022-11-13,53639.75
2022-11-14,40451.95
2022-11-15,38214.67
2022-11-16,31200.65
2022-11-17,31007.4
2022-11-18,37395.93
2022-11-19,33670.19
2022-11-20,39847.15
2022-11-21,35024.91
2022-11-22,33667.76
2022-11-23,32044.63
2022-11-24,34006.04
2022-11-25,30682.89
2022-11-26,38038.5
2022-11-27,30073.24
2022-11-28,41658.59
2022-11-29,24856.23
2022-11-30,36393.39
2022-12-01,35579.090000000004
2022-12-02,31847.65
2022-12-03,37662.21
2022-12-04,46060.71
2022-12-05,46093.979999999996
2022-12-06,35489.93
2022-12-07,45078.15
2022-12-08,26821.53
2022-12-09,34326.37
2022-12-10,44289.78
2022-12-11,35267.67
2022-12-12,34819.58
2022-12-13,35739.07
2022-12-14,29885.989999999998
2022-12-15,38978.01
2022-12-16,46222.86
2022-12-17,33285.44
2022-12-18,44823.29
2022-12-19,46184.67
2022-12-20,27590.37
2022-12-21,37087.26
2022-12-22,31136.64
2022-12-23,36143.72
2022-12-24,39815.17
2022-12-25,45584.18
2022-12-26,33374.450000000004
2022-12-27,41756.56
2022-12-28,27391.21
2022-12-29,34645.04
2022-12-30,42031.88
2022-12-31,37067.65
2023-01-01,47949.62
2023-01-02,38057.31
2023-01-03,36600.52
2023-01-04,41378.83
2023-01-05,39614.39
2023-01-06,35145.91
2023-01-07,42217.37
2023-01-08,42941.51
2023-01-09,33291.32
2023-01-10,27242.07
2023-01-11,31204.22
2023-01-12,40667.41
2023-01-13,29251.27
2023-01-14,37683.41
2023-01-15,41788.96
2023-01-16,43727.5
2023-01-17,30886.69
2023-01-18,37445.5
2023-01-19,34934.79
2023-01-20,22189.78
2023-01-21,49284.02
2023-01-22,41098.57
2023-01-23,28759.63
2023-01-24,30179.9
2023-01-25,38721.81
2023-01-26,40397.45
2023-01-27,36804.25
2023-01-28,32370.11
2023-01-29,35698.09
2023-01-30,29174.47
2023-01-31,33946.13
2023-02-01,29284.64
2023-02-02,34958.36
2023-02-03,33795.12
2023-02-04,45567.63
2023-02-05,33776.42
2023-02-06,26547.14
2023-02-07,35304.35
2023-02-08,40504.07
2023-02-09,35561.59
2023-02-10,32231.51
2023-02-11,47482.59
2023-02-12,36727.24
2023-02-13,36043.12
2023-02-14,34727.89
2023-02-15,29920.1
2023-02-16,37374.83
2023-02-17,33276.73
2023-02-18,42460.74
2023-02-19,41412.43
2023-02-20,45082.59
